RANKING,OWNERNAME,OWNERID,CHAMPIONSHIPTYPE,LEADINGEARNERHORSE,TOTALOWNERCHAMPIONSHIPWINS,TOTALOWNERCHAMPIONSHIPSRUNS,TOTALOWNERPRIZEMONEYWON
1843,"Mr Paul Simmons",718928,FLAT,"Opticality (GB)",0,5,6122.37
1845,"Mr Jassim Bin Ali Al Attiyah",1115641,FLAT,"Gaallib (GB)",1,10,6115.74
1846,"Bottisham Heath Stud",502049,FLAT,"Navy Drums (USA)",0,12,6114.05
1847,"G. B. Partnership",710348,FLAT,"Evania (GB)",1,5,6108.82
1848,"Homebred Racing",814724,FLAT,"Study The Stars (GB)",1,5,6104.22
1849,"Mrs Anne Cowley",940946,FLAT,"Caragio (IRE)",0,6,6086.73
1850,"Hintlesham Racing",710874,FLAT,"Flying Standard (IRE)",1,9,6085.72
1852,"Mr D. J. Oseman",528764,FLAT,"Our Man In Havana (GB)",1,8,6082.11
1853,"Mr Bernard Westley",505869,FLAT,"Castana Dia (IRE)",0,3,6079.80
1854,"D & SJ Barker",1160015,FLAT,"Dream Deal (GB)",0,6,6078.53
1855,"Hot To Trot Racing 2 & Mrs F Denniff",1167343,FLAT,"Emily Post (GB)",1,5,6070.73
1856,"Ms Sara Humber",1111802,FLAT,"Stranger Things (GB)",0,14,6069.76
1857,"Windflower Overseas Holdings Inc",519560,FLAT,"Manhattanville (IRE)",0,7,6059.85
1858,"Univit Ltd",1159180,FLAT,"Kaaranah (IRE)",0,3,6059.37
1859,"The Pickford Hill Partnership",1047904,FLAT,"Max Vega (IRE)",0,4,6057.50
1860,"J Blackburn, A Fowler & A Waller",1168279,FLAT,"Frog And Toad (IRE)",1,7,6046.02
1861,"Billy Parker & Steven Parker",1108597,FLAT,"Just Frank (GB)",0,9,6045.47
1862,"Proceed Nominees Pty Ltd",1126924,FLAT,"Rhythmic Intent (IRE)",0,1,6045.00
1864,"Mr Irvine Lynch",545637,FLAT,"Irv (IRE)",1,6,6041.40
1866,"Scuderia Blueberry S. R. L. & Les Boyer",1158472,FLAT,"Raven's Up (IRE)",1,6,6034.79
1867,"Mr Andrew Mark Kitching",1034286,FLAT,"Youarenotforgiven (GB)",1,2,6031.65
1869,"Fairlawns Racing Ltd",1167265,FLAT,"Franco Grasso (GB)",1,18,6024.95
1871,"Mr V Spinks & Partner",1121162,FLAT,"Deputy (IRE)",1,4,6010.92
1872,"Mr Simon Davies",1102466,FLAT,"Plansina (GB)",1,9,5991.20
1873,"Qickco Ltd",1176137,FLAT,"Lucky Ava (GB)",1,3,5988.96
1874,"Mr J. C. Fretwell",502578,FLAT,"Tickets (GB)",1,12,5981.17
1875,"Mrs M. B. Thwaites",530876,FLAT,"Broctune Red (GB)",0,10,5954.22
1876,"Mr J. Gould",1116743,FLAT,"Jenny Ren (GB)",1,6,5948.40
1880,"One Too Many Partners",1066678,FLAT,"Sovereign Duke (GER)",1,5,5916.00
1881,"Contubernium Racing",1076162,FLAT,"Cafe Sydney (IRE)",1,5,5908.67
1882,"Raeburn Brick Limited",745329,FLAT,"Chookie Dunedin (GB)",1,6,5901.90
1883,"Wintle Racing Club",1133569,FLAT,"Keeper's Choice (IRE)",0,7,5901.86
1884,"Share a Winner & Wetumpka Racing",1173873,FLAT,"Agapanther (GB)",1,5,5876.23
1886,"Bloomsbury Stud",529535,FLAT,"Foursome (GB)",0,15,5871.89
1887,"Mr J Toes & Mr J O'Loan",1077953,FLAT,"Impressor (IRE)",0,12,5864.62
1888,"The Equema Partnership",558176,FLAT,"Divine Comedy (IRE)",1,3,5847.52
1889,"Jackson XV",1161210,FLAT,"Claritudo (GB)",1,3,5845.16
1890,"Mrs Sallie LLoyd",531088,FLAT,"Yoshimi (IRE)",1,4,5845.16
1891,"Laurence Bellman & Keith Trowbridge",1163051,FLAT,"Helluvaboy (IRE)",1,5,5845.16
1892,"Rob Massheder, A J Turton & Partners",1136487,FLAT,"Sociologist (FR)",1,7,5843.88
1894,"Mr Abdulrazaq Mohamdi",1129962,FLAT,"Negwah (IRE)",1,3,5841.60
1895,"Mr Darren Coombes",770045,FLAT,"Bbob Alula (GB)",0,6,5841.25
1897,"The Good Bad Ugly and Deaf ",1125169,FLAT,"Time To Rumble (GB)",1,7,5833.18
1898,"Gestut Ammerland",850710,FLAT,"Baltic Bird (GB)",1,3,5832.00
1900,"Mrs C. L. Smith",916510,FLAT,"Gatwick Kitten (USA)",1,7,5830.82
1901,"Vickers Racing",1163728,FLAT,"Rich King (GB)",1,4,5818.68
1902,"Mr Derek Willis & Mr Rae Guest",1162827,FLAT,"Days Like This (GB)",1,6,5814.32
1904,"MLT Club",1168440,FLAT,"My Little Tip (IRE)",0,7,5787.00
1905,"Mrs Shelley Dwyer",508049,FLAT,"Thaki (IRE)",1,3,5784.22
1907,"Stuart John Robinson",824290,FLAT,"Millionaire Waltz (GB)",1,5,5774.32
1908,"Mr R. G. Gilbert",1141065,FLAT,"Painless Potter (IRE)",1,5,5773.88
1909,"Grange Park Racing XVI and Partners",1167688,FLAT,"Variety Island (GB)",0,8,5772.80
1910,"The Across The Pond Partnership",1169387,FLAT,"Rock Melody (IRE)",0,5,5769.40
1911,"Mr G. C. Stevens",712607,FLAT,"Karuoka (GB)",0,4,5767.13
1912,"Peter Timmins & John Rhodes",1138816,FLAT,"Grifter (GB)",1,10,5762.79
1913,"Bond Thoroughbred & Christian Star Ptr",1168537,FLAT,"Bond Power (GB)",0,7,5759.54
1916,"Great Western Racing",1162769,FLAT,"Amazonian Dream (IRE)",1,5,5749.45
1917,"Surefire Racing & Partner",1149023,FLAT,"Be Fair (GB)",1,5,5748.83
1918,"Mr Eamon McElligott",1177393,FLAT,"Go Fox (GB)",1,3,5745.84
1919,"Mr A. M. Pickering",754484,FLAT,"Forge Valley Lad (GB)",1,5,5741.95
1920,"Michael & Heather Yarrow",1090371,FLAT,"Fighting Temeraire (IRE)",1,8,5740.00
1921,"Mr Gethyn Mills & Mr B. J. Llewellyn",1120222,FLAT,"Indigo Times (IRE)",0,3,5740.00
1922,"Mr Nigel Franklin",792119,FLAT,"Jumira Bridge (GB)",0,5,5737.85
1923,"Cartwright Partnership",1170095,FLAT,"Port Noir (GB)",0,8,5727.20
1925,"Mrs Francesca Mitchell",713742,FLAT,"Novak (GB)",1,8,5721.12
1926,"Mr B. Cooney",1142382,FLAT,"Changeofmind (IRE)",1,1,5720.94
1927,"Mr Alan G. Craddock",522192,FLAT,"Dark Swansong (IRE)",0,6,5720.70
1928,"John Pearce Racing Ltd",752157,FLAT,"Arcadian Friend (GB)",1,8,5711.78
1929,"Middleham Park Racing XXXVII & Partners",1176130,FLAT,"Tyger Bay (GB)",1,4,5707.09
1930,"Mr Paul Brocklehurst",1070988,FLAT,"Sulochana (IRE)",0,11,5704.65
1931,"The Idle B's & Sue Teal",1147367,FLAT,"Swiss Pride (IRE)",1,6,5701.34
1932,"Juxtaposition Records",1114406,FLAT,"Clifftop Heaven (GB)",1,5,5698.05
1933,Gallaghers,1155474,FLAT,"Rosa Mystica (IRE)",1,5,5690.31
1934,"John C Davies and Partner",1176697,FLAT,"Mick's Spirit (GB)",1,5,5690.31
1936,"Stoneleigh Racing II",1164464,FLAT,"Wynford (IRE)",1,4,5676.00
1937,"Mr S Rimmer & Partners",1149256,FLAT,"Merry Secret (IRE)",1,6,5676.00
1938,"Mr Christian Main",1039575,FLAT,"Real Estate (IRE)",1,3,5667.15
1940,"Alison Walker Sarah Cousins",965252,FLAT,"Never Dark (GB)",0,12,5665.91
1942,"Making Headway Racing",1157721,FLAT,"Spartakos (GB)",1,17,5661.76
1945,"Dubelem (Racing) Limited & Partner",1131045,FLAT,"Mac Ailey (GB)",0,11,5634.60
1946,"Mr J W Parry and Mrs C Shekells",1120622,FLAT,"Lucy Lightfoot (IRE)",1,7,5631.60
1947,"West Buckland Bloodstock Ltd",1089888,FLAT,"Breckland (GB)",1,11,5629.86
1948,"The Fat Jockey Partnership",1124815,FLAT,"Rikona (GB)",1,11,5626.95
1949,"Hambleton Racing Ltd XVI",1020760,FLAT,"Kodebreaker (IRE)",1,6,5619.04
1953,"Emma Berry",925296,FLAT,"Dereham (GB)",1,3,5616.00
1954,"Gavigan Kennedy Sharp",1170298,FLAT,"Non Stop (FR)",1,5,5602.57
1955,"G Bishop and A Kirkland",1161990,FLAT,"Musical Mystery (GB)",0,7,5601.92
1957,"Ballylinch Stud & Aquis Farm",1151886,FLAT,"Lone Eagle (IRE)",0,1,5595.20
1960,Sarabex,1081143,FLAT,"Le Reveur (IRE)",1,5,5581.44
1961,"Dark Blue Bloodstock",1169163,FLAT,"Vince Lombardi (GB)",1,7,5575.20
1963,"Andrew Morse & Daniel Chapman",1168251,FLAT,"Wild Thunder (IRE)",1,6,5571.56
1964,"Mike Harris Racing Club",1100221,FLAT,"Defilade (GB)",0,10,5559.48
1965,"Team Valor",506575,FLAT,"Lady Labelle (IRE)",0,3,5558.50
1967,"Christopher Wright and Richard Davies",1166402,FLAT,"Lady Madonna (GB)",0,5,5548.10
1968,"High Five Racing and Partners",1108444,FLAT,"Bayston Hill (GB)",0,12,5544.25
1969,"The Geezaaah Partnership",1138196,FLAT,"Athollblair Boy (IRE)",1,6,5543.28
1970,"International Plywood (Importers) Ltd",515837,FLAT,"Jax Edge (GB)",1,6,5521.65
1971,"Mrs Shelley Tucker Partnership",1152822,FLAT,"Mayson Mount (GB)",1,9,5521.27
1972,"Northern Sealants Ltd & Mr R Wardlaw",1161058,FLAT,"Make A Prophet (IRE)",0,7,5513.70
1973,"North Cheshire Trading & Storage Ltd",554452,FLAT,"Mega Marvel (GB)",1,10,5512.45
1974,"BA Racing",952982,FLAT,"Grey Galleon (USA)",1,4,5511.50
1975,"CHELSEA THOROUGHBREDS - GOODFELLAS",1139065,FLAT,"Tommy de Vito (GB)",1,5,5508.00
1977,"A Bell & M Hammond",1157192,FLAT,"J R Cavagin (IRE)",1,3,5476.56
1980,"C. R. Marks (Banbury)",514240,FLAT,"Batchelor Boy (IRE)",0,6,5472.42
1981,"Fred Archer Racing - Lady Golightly",1161253,FLAT,"Ischia (GB)",0,5,5450.87
1984,"The Market Men",1111502,FLAT,"Star of St James (GER)",1,5,5440.51
1985,"Mr Sayed Hashish",1156809,FLAT,"Spirit of Light (IRE)",0,5,5440.50
1987,"Mrs S. Rowett",1135808,FLAT,"Mackenzie Rose (IRE)",1,4,5432.40
1988,"Mereside Racing Limited & partner",1149734,FLAT,"Mereside Diva (IRE)",1,7,5410.30
1989,"JFW Properties Ltd",1094665,FLAT,"Quoteline Direct (GB)",0,9,5409.38
1992,"John Connolly & A D Spence",1152943,FLAT,"Kerdos (IRE)",1,1,5399.46
1995,"The Coup de Force Partnership",1168038,FLAT,"Coup de Force (GB)",1,3,5399.32
1996,"Miss Robin Blaze McEntee",1082153,FLAT,"Tributo (IRE)",1,8,5396.16
1997,"Mrs P. Good",521784,FLAT,"Lufu (GB)",1,4,5395.80
1998,"Mr Ritchie Fiddes",1037241,FLAT,"Twilight Heir (GB)",0,6,5391.15
1999,"Derbyshire Racing IV",993725,FLAT,"Vivency (USA)",1,8,5388.88
2000,"Darren & Annaley Yates",725536,FLAT,"Carlos Felix (IRE)",0,6,5387.27
2001,"Mr K. T. Ivory",547060,FLAT,"Yimou (IRE)",0,5,5384.92
2005,"Mr J W Parry & Partner",1115240,FLAT,"Libertine Belle (GB)",1,4,5376.00
2006,"Mr M. Warner",1164542,FLAT,"Semser (GB)",1,5,5376.00
2007,"Mrs Richard Henry",1041013,FLAT,"Midnight Mile (IRE)",1,1,5372.99
2009,"Mr D. Hazelwood",1048716,FLAT,"Drill To Dream (GB)",0,6,5360.03
2012,"Mrs R G Hillen and Partner",1156849,FLAT,"Statement (IRE)",0,3,5360.00
2014,"Mr A.D. Spence & Mr A.J. Pearson",1163738,FLAT,"Midnight Train (GB)",1,5,5346.10
2015,"Nick Bradley Racing 6 & Partner",1121143,FLAT,"Bellshill Beauty (IRE)",0,10,5345.93
2017,"Mr Michael Moriarty",833693,FLAT,"Fred Bear (IRE)",1,5,5338.31
2018,"Mr & Mrs A E Pakenham & J J W Wadham",1142282,FLAT,"East End Girl (GB)",1,4,5336.86
2020,"Mrs Hilary R Townsend",1147601,FLAT,"Ohnojoe (IRE)",1,3,5334.40
2021,"MPR, Ventura Racing, Salthouse&Fell",1143947,FLAT,"Admirality (GB)",0,8,5320.36
2022,"Mr Martyn Cruse",1031156,FLAT,"Double Legend (IRE)",1,4,5298.32
2023,"Mr G. J. Paver",816308,FLAT,"Amaysmont (GB)",1,3,5294.99
2024,"Mr Ahmed Jaber",898826,FLAT,"Kentucky Rose (GB)",0,7,5294.68
2026,"George Materna & Roger Badley",1086910,FLAT,"Wonderful World (GB)",0,5,5283.90
2027,"Bringloe & Partner",1170074,FLAT,"Overstate (GB)",1,5,5279.62
2028,"The Affluence Partnership",1128264,FLAT,"All About Alice (IRE)",1,4,5269.00
2031,"Heather & Michael Yarrow",1071782,FLAT,"Hot Chesnut (GB)",0,9,5260.67
2032,"Mrs Lydia Richards",564101,FLAT,"Smith (IRE)",1,6,5253.22
2033,"Middleham Park Racing XLIII and Partner",1162136,FLAT,"King of The Kippax (IRE)",0,7,5252.37
2034,"Mr Nic Brereton",1154883,FLAT,"Blissful Song (IRE)",0,11,5245.80
2035,"The Dubai Five",1168531,FLAT,"Executive Pool (GB)",1,3,5239.17
2036,"John O'Donnell & Noel Kelly",1039436,FLAT,"Alcazan (GB)",1,3,5234.32
2037,"Paddock Panners and Katie Scott",1175026,FLAT,"Samurai Sneddz (GB)",1,6,5229.50
2038,"Lisahully Investments Ltd",1127984,FLAT,"Napper Tandy (GB)",0,3,5222.72
2039,"Mrs Paul Shanahan",783327,FLAT,"Lady Hayes (IRE)",0,2,5210.75
2043,"Mr Arjun Waney",1045098,FLAT,"Lady Dreamer (IRE)",0,5,5180.22
2045,"Mr Dave James",1127078,FLAT,"Split Elevens (GB)",1,5,5160.86
2049,"Mr John Marsden",1030961,FLAT,"The Spotlight Kid (GB)",1,11,5137.52
2050,"Wadacre Stud",983062,FLAT,"Wadacre Grace (GB)",1,5,5136.00
2051,"Varian Racing VI",1164013,FLAT,"Prism (IRE)",1,5,5136.00
2052,"Coombelands Racing Syndicate",980290,FLAT,"Saaheq (GB)",1,5,5136.00
2053,"Max Europe Limited",1092021,FLAT,"Blackcurrent (GB)",1,8,5134.12
2054,"Mr Michael Geoghegan",1085126,FLAT,"Captain Cuddles (IRE)",1,6,5130.00
2056,"Richard Cheadle & Partners",1044874,FLAT,"Sayifyouwill (GB)",1,4,5125.27
2057,"The Fruit Flow Partners",1155948,FLAT,"Eastern Star (IRE)",1,4,5121.12
2059,"The Giggle Factor Partnership",949491,FLAT,"Chantreys (GB)",0,20,5117.76
2061,"Mr and Mrs N Dower",1162132,FLAT,"Caldwell (GB)",0,4,5096.62
2062,"Elliott Brothers And Peacock",844031,FLAT,"Berry Edge (IRE)",0,9,5095.93
2063,"Mr C. C. Shand Kydd & Partner",1120243,FLAT,"Lucky Draw (GB)",0,11,5081.84
2064,"Ian Gosden and Richard House",1144997,FLAT,"Son of Red (IRE)",1,1,5076.00
2065,"Fair Wind Partnership  & Partner",1151866,FLAT,"Kalamity Kitty (GB)",1,1,5076.00
2066,"Mr C. C. Buckley",548584,FLAT,"Pillar of Hope (GB)",1,1,5076.00
2067,"Gail Brown Racing (D)",1162154,FLAT,"Secret Army (GB)",1,2,5076.00
2068,"The Bristol Boys",1157819,FLAT,"Ballyare (GB)",1,4,5076.00
2069,"Mr Ali Abdulla Saeed",1111359,FLAT,"Ellade (GB)",1,5,5076.00
2070,"A Jackson, K Stewart & Partners",1164313,FLAT,"Repertoire (GB)",0,6,5072.00
2072,"Mrs Lyons, Mr Higginson and  Partners",1168349,FLAT,"Looe Beach (IRE)",0,6,5070.47
2073,"Mrs H. Ringrose & Mrs D. Thompson",1146678,FLAT,"Flyin' Solo (GB)",0,1,5070.00
2075,"The W.H.O. Society",1058870,FLAT,"The Daley Express (IRE)",1,4,5068.56
2076,"Mr A. N. Solomons",533709,FLAT,"Legendary Day (GB)",0,5,5063.36
2078,"Miss Alice Haynes",974809,FLAT,"Gigi's Beach (GB)",1,9,5058.42
2079,"SPRING COTTAGE SYNDICATE",1149903,FLAT,"The Dancing Poet (GB)",1,4,5047.84
2082,"H Bradshaws Ltd Coligone",1169774,FLAT,"Coligone Kate (GB)",0,7,5036.57
2083,"The Earl Cadogan",546394,FLAT,"Penguin Island (GB)",0,7,5027.96
2084,"Middleham Park Racing XLVI",925946,FLAT,"Spiritofthenorth (FR)",1,2,5026.68
2085,"Qatar Racing LTD & A M  Balding",1128974,FLAT,"Upton Park (FR)",1,2,5025.81
2086,"Middleham Park Racing CIII",1076328,FLAT,"Kodias Sangarius (IRE)",0,8,5024.40
2087,"Atlantic Friends Racing",1144474,FLAT,"Just Another One (IRE)",0,3,5019.50
2089,"Mr W. Bavill & Mr D. Bavill",1000594,FLAT,"Dick Datchery (IRE)",1,15,5017.32
2090,"Mr Tony Forbes",508883,FLAT,"Chef de Troupe (FR)",1,9,5004.86
2091,"Newmarket Equine Tours Racing Club",784413,FLAT,"Engrave (GB)",0,7,4999.02
2092,"Count Otto Partnership",1121250,FLAT,"Count Otto (IRE)",1,1,4994.99
2093,"Miss Rosie McEntee",1133929,FLAT,"Ostilio (GB)",1,2,4994.99
2096,"Rowley Racing & Partner",1149656,FLAT,"Power On (IRE)",1,6,4964.25
2097,"Mrs S. Cunliffe-Lister",549932,FLAT,"Blackjack (GB)",1,10,4956.00
2098,"Roy Humphrey & J S Moore",1157726,FLAT,"Easy Equation (FR)",0,8,4949.78
2099,"Mrs Emma Jepson",1146948,FLAT,"Teruntum Star (FR)",1,2,4944.00
2100,"Harswell Thoroughbred Racing",1141394,FLAT,"Harswell Duke (IRE)",0,4,4935.92
2102,"Mrs P. Scott-Dunn",505035,FLAT,"Double Time (GB)",0,8,4927.75
2103,"Mr Hassan Al Abdulmalik",1002811,FLAT,"Made of Gold (GB)",0,8,4924.20
2105,"Mrs Susan Keable & Partner",1165053,FLAT,"Hot Hot Hot (GB)",1,8,4916.10
2106,"Mr J. Soiza",1056842,FLAT,"Blow Your Horn (IRE)",0,7,4907.16
2107,"Nick Bradley Racing 19",1105432,FLAT,"Nurseclaire (FR)",0,8,4901.82
2108,"Mrs S Hibbert and Mrs R Carr",1122402,FLAT,"City Wanderer (IRE)",1,6,4897.52
2110,"Mr & Mrs RJ Manning",1152066,FLAT,"Major Gatsby (IRE)",1,3,4896.81
2111,"Grange Park Racing XIII & Ruth Carr",1119065,FLAT,"Jojo Rabbit (GB)",1,4,4890.00
2113,"Al Jasra Racing",1118494,FLAT,"Pimlico (IRE)",1,7,4875.11
2115,"J.Palmer-Brown,N.Woodcock,A.O'Callaghan",1162927,FLAT,"Night Arc (GB)",1,2,4870.92
2116,"Mr Stuart Bond",1168296,FLAT,"Sun Festival (GB)",0,4,4867.36
2117,"Sandyfield Syndicate",1157799,FLAT,"Last Hoorah (GB)",0,5,4867.08
2119,"Carroll House Racing",1158544,FLAT,"Castleberg Rock (GB)",0,9,4849.37
2120,"Mrs Lucie Botti",775603,FLAT,"Valentinka (GB)",1,2,4836.00
2121,"Mrs C. Loughnane",1047256,FLAT,"Praying Mantis (IRE)",1,12,4835.82
2122,"Mr Y. Nasib",528712,FLAT,"Oman (IRE)",0,3,4834.00
2124,"Mr P. Harrington",779415,FLAT,"Finbar's Lad (GB)",1,2,4827.20
2126,"C. Munro, R. Gander & Partner",1161856,FLAT,"God of Thunder (IRE)",0,6,4825.37
2127,"Capel Street Syndicate",1143094,FLAT,"Mighty Blue (FR)",0,1,4824.00
2129,"Mr M. Robinson",540649,FLAT,"Jack d'Or (GB)",0,6,4817.78
2131,"Hambleton Racing Ltd XXXII",1075639,FLAT,"Belsito (GER)",1,5,4805.00
2133,"Mr Adrian Butler",782817,FLAT,"Vultar (IRE)",0,5,4800.00
2134,"Mike and Eileen Newbould",934540,FLAT,"Stormy Pearl (GB)",1,7,4792.92
2135,"Clarendon Partnership",1142738,FLAT,"Rich Rhythm (GB)",1,2,4789.16
2136,"The Unscrupulous Judges",1123848,FLAT,"Secret Guest (GB)",1,2,4778.00
2137,"Mr Kevin Quinn",543242,FLAT,"Limited Edition (GB)",0,8,4775.30
2139,"Redknapp Dixon Chappell Baker",1164314,FLAT,"Marnie James (GB)",0,6,4763.36
2140,"Macable Partnership",968416,FLAT,"Malakahna (FR)",0,3,4762.70
2141,"The cosy at home family and friends",1169148,FLAT,"Jewel of Kabeir (IRE)",0,7,4758.04
2142,"H.H. SH Nasser Bin Hamad Al Khalifa",937649,FLAT,"Night Battle (IRE)",1,8,4751.12
2143,"Reality Partnerships XII",1125455,FLAT,"Parys Mountain (IRE)",1,8,4750.46
2144,"Roundabout Magic Racing",1175163,FLAT,"Roundabout Silver (GB)",1,4,4740.40
2145,"Mr Ian Lawrence",1131987,FLAT,"For Peat's Sake (GB)",0,9,4740.01
2146,"Hambleton Racing Ltd XXXIII & Partner",1151938,FLAT,"Imperial Sands (IRE)",0,4,4725.00
2147,"S Herrington, P Forster & Partner",1150733,FLAT,"Thaayer (GB)",0,4,4721.92
2149,"Barry Walters Farms & Partner",1147792,FLAT,"Lark Lane (GB)",0,9,4721.01
2150,"Ray Flegg & John Bousfield",1099945,FLAT,"Photograph (IRE)",0,17,4705.18
2151,"Mrs A. L. Heayns",731387,FLAT,"Ange de L'Amour (GB)",1,5,4697.60
2152,"Mr A. W. Carroll",501277,FLAT,"Somedayonedaynever (IRE)",0,9,4696.97
2153,"Mr Robert Tyrrell",537298,FLAT,"Mr Tyrrell (IRE)",0,9,4690.82
2154,"Mr M. A. Humphreys",1090137,FLAT,"Tin Fandango (GB)",0,5,4681.77
2157,"D Bainbridge, P D Burrow, N Bycroft",1156739,FLAT,"Jet Set Go (GB)",0,8,4656.37
2158,"Collins Chauffeur Driven Executive Cars",550105,FLAT,"Brazen Belle (GB)",1,15,4656.00
2159,"Ingleby Bloodstock Limited",1083963,FLAT,"Thornaby Pearl (GB)",0,7,4656.00
2161,"The Limoncello's",1166430,FLAT,"Amalfi Gem (IRE)",1,6,4645.78
2163,"Mr D. Padgett",1105446,FLAT,"Rhythm (IRE)",0,9,4636.80
2165,"Mr Terry Smith",1142692,FLAT,"Ellexis (IRE)",1,2,4623.00
2166,"Mr Hugh T. Redhead",514218,FLAT,"Grey Force One (GB)",1,4,4621.97
2168,"The Vickers & Clark Racing Partnership",1115295,FLAT,"Rich Dream (IRE)",0,4,4616.01
2171,"The Fantasy Fellowship",761216,FLAT,"Fantasy Navigator (GB)",1,5,4596.00
2173,"Miss Victoria Watt",1145514,FLAT,"Oscar Doodle (GB)",0,8,4592.92
2174,"The Rainy Day Partnership",1169025,FLAT,"Say Grace (IRE)",1,2,4592.40
2175,"Lifecycle Bloodstock & Brook Stud",1164563,FLAT,"Eight of Diamonds (GB)",0,4,4588.83
2176,"Owners Group 045",1146925,FLAT,"Asdaa (IRE)",1,6,4588.56
2178,"Wow William Partnership",1157848,FLAT,"Wow William (FR)",1,3,4580.20
2180,"Mr I. B. Barker",536848,FLAT,"Josiebond (GB)",1,5,4567.52
2182,"Miss S. Sharp",963778,FLAT,"Atalanta Breeze (GB)",1,1,4536.00
2183,"Mr S. A. Heley & Partner",1120140,FLAT,"East Street Revue (GB)",1,7,4536.00
2185,"Premier Conservatory Roofs",930491,FLAT,"Secretfact (GB)",0,11,4529.56
2186,"The Oriental Spirit Partnership",1155008,FLAT,"Oriental Spirit (GB)",1,4,4528.56
2188,"A.C. Entertainment Technologies Ltd",986048,FLAT,"Brute Force (GB)",1,4,4518.00
2189,"Mr G Horsford & Mrs E Burke",1163692,FLAT,"Kanzino (IRE)",1,5,4517.29
2190,"Owners Group 076",1162452,FLAT,"Genesius (IRE)",0,5,4517.28
2191,"Mr R. Pain",793874,FLAT,"Stopnsearch (GB)",0,5,4512.30
2192,"The Sunset Crew",1168842,FLAT,"Scudamore (FR)",1,3,4504.12
2194,"Brian O'Rourke Bloodstock Ltd",1089175,FLAT,"Delahoussaye (IRE)",0,7,4483.30
2195,"C & E Grant",1161030,FLAT,"Iur Cinn Tra (IRE)",0,6,4481.36
2196,"Mrs Michelle Anne Crook",1126024,FLAT,"Stiletto (GB)",0,6,4480.76
2197,"Ever Equine",1032666,FLAT,"Al Ameen (IRE)",0,8,4454.13
2198,"Ontoawinner 10, Saxtead Livestock & Prtr",1153043,FLAT,"Triple Jaye (GB)",1,2,4450.36
2199,"The Heatherdonians 1",1162884,FLAT,"Heatherdown Hero (GB)",0,7,4447.69
2200,"Barry Silkman and Gary Pascoe",1145294,FLAT,"Silks Pass (GB)",0,6,4445.52
2201,"Six Pack",1059412,FLAT,"Mr Pc (IRE)",0,8,4441.49
2202,"Mr R Gander & Partner",1138664,FLAT,"Nelson Gay (IRE)",0,5,4437.40
2204,"Opulence T/breds, Regents Racing et al",1169521,FLAT,"Manettino (IRE)",0,13,4432.53
2206,"Mr P. Cook",544151,FLAT,"Pettochside (GB)",0,8,4428.06
2208,"Mrs Gay Jarvis",512546,FLAT,"Daring Guest (IRE)",1,2,4423.40
2210,"Alex French Racing Club",1164419,FLAT,"Tea Garden (GB)",1,2,4410.72
2211,"Law Abiding Citizens",774555,FLAT,"Master of Combat (IRE)",1,5,4410.00
2212,"Miss M. Bishop-Peck",1056777,FLAT,"Soar Above (GB)",0,5,4401.50
2213,"Mr D. Gillett",1171045,FLAT,"Dew You Believe (IRE)",1,5,4400.06
2214,"Middleham Park Racing CXXVII",1158190,FLAT,"Absolute Queen (IRE)",0,3,4398.61
2215,"Always Hopeful Partnership 2",1157546,FLAT,"Mountain Ash (IRE)",0,7,4392.10
2216,"Mrs Nicola Thorne",960762,FLAT,"Hover On The Wind (IRE)",0,6,4381.97
2218,"Ballantine, Curtis & Malt",1149735,FLAT,"Torbellino (GB)",1,2,4364.25
2219,"Mr Julian Nettlefold",1082613,FLAT,"Harry The Norseman (GB)",1,3,4364.25
2220,"Sapphire Print Solutions Ltd",1144635,FLAT,"Positive Force (GB)",0,8,4350.66
2221,"Mr Dan Gilbert",985310,FLAT,"Torcello (IRE)",0,6,4343.93
2223,"Kennet Valley Thoroughbreds X",1074016,FLAT,"Bunker Bay (IRE)",0,4,4335.22
2224,"Curzon House Partnership",1115870,FLAT,"Al Baahy (GB)",0,4,4332.24
2225,"Ryedale Partners No 11",1132238,FLAT,"Panama City (GB)",1,4,4329.88
2226,"Ryedale Racing",1107017,FLAT,"Safran (FR)",0,15,4326.82
2230,"Mrs Joanne Boxcer & Partner",1128518,FLAT,"Jungle Bee (IRE)",0,22,4322.40
2231,"Beckhampton Stables Ltd",502129,FLAT,"Maokai (GB)",1,4,4321.96
2235,"Miss Julie Camacho",507412,FLAT,"Equity's Darling (GB)",1,3,4320.00
2238,"Rae and Carol Borras",1143509,FLAT,"Kenzai Warrior (USA)",0,3,4302.50
2239,"Cross Channel Racing Club",1142785,FLAT,"Evasive Power (USA)",0,14,4298.52
2240,"Mrs Gill Austen-Smith",770726,FLAT,"Tidal Storm (GB)",1,4,4296.00
2241,"Mr John P. McManus",562284,FLAT,"Didtheyleaveuoutto (IRE)",0,7,4281.52
2242,"The Anagram Partnership",914109,FLAT,"Miss Blennerhasset (IRE)",0,5,4280.58
2243,"Mr Andrew Tinkler",974402,FLAT,"Armour Propre (IRE)",0,10,4276.20
2244,"Mr Ambrose Turnbull",507607,FLAT,"Bossipop (GB)",0,14,4267.18
2246,"Mr Mark Ward",1050492,FLAT,"Finery (GB)",1,2,4266.00
2247,"J.W.'s Wotafun Club",1127184,FLAT,"Jill Rose (GB)",1,2,4266.00
